ImageID,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11
2045797967269461543,87432,729,0,0,0,0,0,22189,5110,586534,219606,0
4402835139618994230,7989,3069,1728,0,0,0,0,0,0,564676,344138,0
3357427581749319956,177590,4828,0,0,0,0,0,6651,0,393793,338738,0
15014262255253157245,221677,1790,1177,0,0,0,0,12526,0,314349,370081,0
8324934697104179438,16455,2433,621,0,0,0,0,348,0,523323,378420,0
14243278788929986312,165076,287,198,1637,0,0,0,858,2002,579138,172404,0
16653590050133239437,6347,4980,2495,0,0,0,0,0,0,518308,389470,0
12503544608841643249,231145,8564,0,0,0,0,0,0,0,225360,456531,0
11791942462951058547,203331,0,0,0,0,0,0,0,33569,251965,432735,0
15933307988880993654,19085,1758,1296,0,0,0,0,12567,4452,166838,290860,424744
14946408090583899092,4033,4055,860,0,0,0,0,0,0,726639,186013,0
7250803019100265522,168311,2346,1625,4838,0,0,0,6464,0,345259,392757,0
16439401474246188712,79528,870,0,149,0,0,0,6934,755,331678,99814,401872
3993651850292752630,188215,3571,285,0,0,0,0,1624,0,584368,143537,0
10684971523164505361,26466,0,0,0,0,0,0,12765,17592,566542,298235,0
11094136386290599833,285449,4661,0,0,5638,0,0,4954,10266,548172,62460,0
883093839228713346,145537,3900,0,0,0,0,0,16040,0,370115,386008,0
16329328126510120472,921488,0,0,0,112,0,0,0,0,0,0,0
11598555010896960401,160281,588,407,11347,0,0,0,12376,6403,157210,572988,0
13880354744027833899,15801,1229,0,0,1007,0,0,0,0,903563,0,0
2569784127015142204,117116,301,176,0,0,0,0,968,204754,416488,181797,0
6466033156322077818,41360,7301,0,0,0,0,0,0,0,130689,742250,0
10327726065195715462,6422,4378,1664,0,0,0,0,0,0,582267,326869,0
17202057061208824553,7453,323,79,0,0,0,0,880,46433,776084,90348,0
578072249548107891,106969,19311,0,0,365,0,0,0,122156,260620,361794,50385
5184770856301135875,264062,2956,0,0,0,0,0,2215,0,202140,450227,0
13554796294275223442,140148,1284,0,10924,0,0,0,9339,155921,259444,344540,0
11599426646256363056,387676,2636,0,0,0,0,0,6100,3406,1833,519949,0
8433169429644591234,61430,1685,0,26185,0,0,0,8410,122963,245536,455391,0
11050755043080921013,878736,6254,0,0,0,0,0,21696,7228,7540,146,0
1112314673478359952,298384,0,0,3568,0,0,0,499,0,522716,96433,0
12931317833195558370,6455,3583,1198,0,0,0,0,0,0,552305,358059,0
2598126596815446008,293433,135,324,0,0,0,0,9960,0,459868,157880,0
17105159711826496736,117026,0,0,0,0,0,0,0,13961,136366,654247,0
6356456612271404217,152956,3038,606,0,0,0,0,10135,9770,57938,687157,0
15380059299212833141,340632,33326,0,0,5801,0,0,2794,0,523044,16003,0
11711123445342193408,31747,0,0,0,0,0,0,676,25064,816377,47736,0
11809954950255382587,60644,16015,0,0,0,0,0,3668,0,25959,815314,0
9406016220595350435,182945,1445,2074,7449,0,0,0,8064,576,387984,331063,0
9097080240828249151,240494,1618,149,3675,0,0,0,6657,25544,198702,444761,0
8003877745086405370,7380,1599,0,0,0,0,0,0,0,637539,275082,0
13986479876161105199,257704,11756,0,0,0,0,0,35775,510912,34118,0,71335
16574038186631444668,59917,1395,0,18593,0,0,0,8068,132636,245193,455798,0
9181705565636133571,160788,4163,3568,0,0,0,0,12587,0,470602,269892,0
5709823008922145398,915920,865,0,0,0,4815,0,0,0,0,0,0
13583742609441451799,88573,395,194,0,0,0,0,1207,243241,429940,158050,0
351122476443392576,29664,5189,2215,0,0,0,0,891,0,502063,381578,0
6581411273129187113,11353,14120,2551,0,0,0,0,0,0,381899,511677,0
13865747141550024478,921499,0,0,0,101,0,0,0,0,0,0,0
5729591228383251463,87665,406,262,0,0,0,0,5015,7660,280400,87509,452683
14131088454697266015,55556,1204,0,0,0,0,0,0,8203,616652,239985,0
8830607752858154899,49416,3850,0,0,0,0,0,2918,0,525648,339768,0
9360044252150152476,366547,3046,0,0,0,0,0,18441,32915,295883,204768,0
12356694715351174590,883178,672,940,0,0,0,0,2184,34626,0,0,0
12842983723495271763,177647,996,0,0,0,0,0,0,15221,270569,36860,420307
7413560489702501286,19092,4206,2664,0,0,0,0,0,0,608384,287254,0
10893956183265120408,29912,4598,0,0,1658,0,0,0,0,885432,0,0
13163049052274949485,14571,3191,0,0,0,0,0,0,0,105,903733,0
16056390530546068114,241087,1460,704,885,0,0,0,4408,12295,291801,368960,0
5793875856278101412,490689,3339,0,0,0,0,0,24985,103292,121819,177476,0
9888752993132991649,167065,178,61,8264,0,0,0,1841,30518,554962,158711,0
15756784014011390621,366473,0,0,0,0,0,11540,0,65754,305600,0,172233
154284345046005641,12287,2368,0,0,0,0,0,342,0,570572,336031,0
11479371178888963477,66461,549,0,0,0,0,0,7483,13997,679947,153163,0
3795213040335330176,202752,4496,535,0,0,0,0,4931,3407,297767,407712,0
5634082806415916488,60873,1479,0,11991,0,0,0,7933,132838,244501,461985,0
3180550044535127633,45084,0,0,0,0,0,0,864,19075,797089,59488,0
16724984885982884949,232542,2170,402,0,0,0,0,1825,18012,221297,445352,0
5002972119370492964,912438,4235,3339,0,0,0,0,1588,0,0,0,0
16364031494143464865,181034,1284,0,0,0,0,0,0,14107,263903,44741,416531
1488451198991190491,438531,0,0,0,0,0,21677,0,119053,342339,0,0
2313579475085018079,84787,430,140,0,0,0,0,1380,246688,428130,160045,0
1370891130838877883,88590,6935,0,0,0,0,0,508,0,132753,692814,0
10108858518974202889,11754,4934,2318,0,0,0,0,0,0,180236,722358,0
6460586498618425095,46792,250,127,7152,0,0,0,1506,122463,564941,178369,0
14521324226594075345,408329,76575,0,0,9235,0,0,1917,1079,394011,30454,0
1950825183392606990,893257,520,0,0,0,27823,0,0,0,0,0,0
17305652308847129343,146598,1715,0,0,0,0,0,11285,420,264091,84561,412930
18035910787504506,9292,2087,71,0,0,0,0,462,0,449005,460683,0
5444276709101999057,100588,243,109,6632,0,0,0,5280,5087,587610,216051,0
8670328374389149860,30219,12604,0,0,0,0,0,0,2949,135476,740352,0
11202905351109630697,7079,11073,3310,0,0,0,0,0,0,547599,352539,0
1242042051469008189,309536,0,0,4863,0,0,0,0,0,498721,108480,0
14655694621434073726,114718,21943,0,0,1022,0,0,0,102146,274344,358294,49133
3967221568303766160,291908,17657,0,0,0,0,0,63631,310184,40540,1,197679
3243734133251632447,4312,1024,0,0,0,0,0,0,0,825140,91124,0
1306137474826659607,142309,459,55,5865,0,0,0,1731,184766,503294,83121,0
3627938117124286814,31589,14774,0,0,0,0,0,0,3383,95232,776622,0
120653533754155500,175124,1511,384,0,0,0,0,13804,0,369004,361773,0
14091938816783367838,35915,1372,0,17266,181,0,0,13375,8377,383255,461859,0
10792876355891825580,210090,3374,0,0,0,0,0,13146,1372,51721,641897,0
13639274117956591534,7003,18532,2321,0,0,0,0,0,0,97700,796044,0
8488427178382591958,119894,4648,0,0,0,0,0,22843,0,101242,672973,0
2850595053200135485,52797,678,0,0,0,0,0,0,410369,234281,223475,0
7565419150536995032,109333,19330,0,0,2674,0,0,0,123070,262354,350340,54499
9949535053986008875,122855,2426,0,9534,0,0,0,8472,149439,261893,366981,0
11047962905646758571,238219,1356,942,0,0,0,0,3696,4023,207441,465923,0
1268126512589097632,29542,932,0,0,0,0,0,0,21465,652249,217412,0
7507259976404919318,29296,9185,0,0,0,0,0,0,3429,120004,759686,0
14129632345426102790,145718,2788,4093,0,0,0,0,6815,1628,209362,551196,0
3691640215258233729,56620,323,0,8702,0,0,0,8556,5790,380530,58288,402791
11701570333031828662,157955,1041,0,0,0,0,0,0,14847,292696,35459,419602
9015533434621970661,378850,0,0,0,0,0,7545,0,69632,255233,0,210340
12897457947012239070,77558,3655,0,6571,0,0,0,9459,122329,263044,438984,0
4371937631052350241,333600,0,0,1486,0,0,0,279,0,538389,47846,0
12980219967268439695,44868,3377,0,0,0,0,0,5287,0,126667,741401,0
10073374695675195041,29598,749,0,0,0,0,0,0,18192,548774,324287,0
7080768953067538394,6846,1326,2616,0,0,0,0,0,0,342153,568659,0
17858218421429134817,286349,3002,56,5003,0,0,0,13735,0,101675,511780,0
4216851028752886948,72228,735,0,0,0,0,0,20712,0,589864,238061,0
10841011144092027625,67284,2199,0,5151,0,0,0,8213,127016,249780,461957,0
8373290511941513410,247996,1799,394,4960,0,0,0,12111,31644,280794,341902,0
1751049694890239096,6177,8657,3661,0,0,0,0,0,0,557658,345447,0
6511058074653680575,9127,2726,0,0,0,0,0,510,0,582006,327231,0
2701729828864608442,205339,2280,1840,0,0,0,0,8256,0,305843,398042,0
13622767994714842404,17216,4856,1288,0,0,0,0,0,0,624726,273514,0
16203890471435369893,219356,3226,0,0,0,0,0,25614,0,255303,418101,0
17579511326238686693,117683,1019,0,314,0,0,0,7769,1792,231549,159126,402348
3471817784111545369,39220,3252,0,28171,378,0,0,0,0,86602,763977,0
913350279723007072,171403,292,99,0,0,0,0,2215,6996,538530,202065,0
17124648226500433893,70027,5008,1377,17005,0,0,0,5303,0,124734,698146,0
719906686005858408,187003,137,190,10395,0,0,0,2320,31351,529888,160316,0
17323752681748355981,38843,16981,0,0,0,0,0,0,0,28583,837193,0
4857569243331087661,142569,1276,0,0,0,0,0,3213,8131,303628,43618,419165
9174245236015708463,809568,17073,0,0,0,0,0,11634,69027,12982,1316,0
14102179157773279881,120360,1062,0,273,0,0,0,7050,1714,228036,160761,402344
16072691376285215831,6654,4212,1657,0,0,0,0,0,0,580021,329056,0
5317386002009816611,33113,1655,0,17268,181,0,0,14136,8813,380301,466133,0
5050095081409705624,66268,0,0,0,0,0,0,4507,6992,261446,130793,451594
4181133442904104116,12141,789,196,0,0,0,0,0,341707,234333,332434,0
10565870083030058508,915989,183,0,0,0,5428,0,0,0,0,0,0
17762583947593353180,49413,334,0,741,0,0,0,10037,3818,378870,65819,412568
11296599859556964121,156844,67,0,273,315,0,0,2891,6126,330735,22871,401478
618229392381069627,75151,2729,1849,0,0,0,0,10736,7818,278306,137078,407933
13695121048481679569,282145,593,64,12815,0,0,0,1481,26493,494351,103658,0
15482324541248406735,209064,4290,1989,3777,0,0,0,20725,10689,132160,538906,0
5974067749682540106,333924,24358,0,0,5290,0,0,2406,0,543068,12554,0
17039046428636408228,245623,18891,0,0,0,0,0,38326,502966,24848,153,90793
10499759174967122584,536644,1034,0,0,0,0,0,13626,71507,123032,175757,0
9056634895029043119,12350,746,187,0,0,0,0,0,405702,195455,307160,0
15418814166513088195,409381,0,0,0,0,0,8443,12005,306662,165818,0,19291
419114738575226671,194562,746,607,4182,0,0,0,7226,3024,388642,322611,0
14048157368075938837,248493,8225,0,0,0,0,0,0,0,212321,452561,0
14902273143647350692,370568,2188,2272,586,1424,0,0,18832,95797,103397,326536,0
2904959253750193102,14075,2121,0,0,0,0,0,207,0,537544,367653,0
2989502728935528189,416353,2432,0,9795,0,0,0,29223,101433,220333,142031,0
17425248002674890190,75657,231,124,0,0,0,0,1625,262536,437638,143789,0
17136117347918320917,207954,0,0,1860,0,0,0,6265,11255,289906,404360,0
4187609523709397370,230805,9407,542,0,0,0,0,3504,20341,297597,359404,0
2067412236808682370,153160,0,0,14739,0,0,0,5910,0,476483,271308,0
8436756731128414393,10701,1023,0,0,0,0,0,0,0,796476,113400,0
3501294702310794730,228535,3323,751,0,0,0,0,1360,4741,300539,382351,0
5578461726951290385,14903,4789,85,0,0,0,0,343,0,393956,507524,0
6582104604854025885,196191,130,63,0,0,0,0,48,14802,229704,32662,448000
6001961789001459732,194461,364,100,6301,0,0,0,10546,18469,518905,172454,0
5621547068024082198,4058,850,0,0,0,0,0,0,0,891790,24902,0
8951477458262415517,83583,9296,0,103816,0,0,0,0,0,229769,495136,0
4851965503884943550,155799,5667,0,0,0,0,0,4050,4807,287629,463648,0
12786905506951836022,196151,2001,240,0,0,0,0,5053,6264,328896,382995,0
7929223439606313722,232599,2771,747,0,0,0,0,8471,9746,159620,507646,0
12900718988338133152,181682,4274,344,16941,0,0,0,4435,437,188077,525410,0
12483684826548131086,910276,11324,0,0,0,0,0,0,0,0,0,0
987970173090111449,48957,238,0,0,0,0,0,0,73204,710261,88940,0
14825923331924945211,7502,695,297,0,0,0,0,0,0,629499,283607,0
15152286211090665877,198007,3065,786,0,0,0,0,376,6357,226858,486151,0
14340458520245263881,133956,557,124,0,0,0,0,1943,131026,439344,214650,0
9501565522706452881,465937,2284,0,0,0,0,0,9945,6986,115583,320865,0
17819264440466067763,728518,0,0,778,0,0,0,7111,3795,0,181398,0
5594166519015584175,7169,3690,2299,0,0,0,0,0,0,572916,335526,0
8039037441876028837,919808,0,0,0,1792,0,0,0,0,0,0,0
12441270494832473534,226454,4131,0,0,0,0,0,4008,0,378974,308033,0
7393238925671638306,17006,19193,1236,0,0,0,0,0,0,459837,424328,0
7489741772331704664,34282,0,0,0,0,0,1657,0,344708,390752,0,150201
16518695842738385797,18943,4032,2618,0,0,0,0,3761,0,555656,336590,0
10034419136200140977,77493,2195,1439,0,0,0,0,4598,10309,280335,127558,417673
14956518698861016093,416414,1259,0,0,0,0,0,696,71311,95981,0,335939
11620614660485506433,379618,3952,0,9924,0,0,0,0,29717,267358,231031,0
8271396729736711015,416456,2629,0,0,0,0,0,1576,93022,57783,0,350134
4764288853396933913,16772,6238,685,0,0,0,0,140,0,602159,295606,0
17296528507103471118,149806,84,134,7422,0,0,0,1335,61878,509598,191343,0
15739401010473791528,570227,1925,4034,0,0,0,0,19585,108593,91063,126173,0
3257260985543417036,114678,22869,0,0,696,0,0,0,102890,261045,375162,44260
16580494600986232015,9273,0,0,0,0,0,0,0,0,906275,6052,0
8750514759583991667,76381,16827,0,0,0,0,0,0,4049,293176,531167,0
8957083220716267188,9009,39760,4834,0,0,0,0,0,0,279331,588666,0
11310022555725185616,12899,4220,2136,0,0,0,0,0,0,577350,324995,0
7536497400775270496,111120,8220,0,0,0,0,0,2104,28869,310914,460373,0
11111208312624184368,53598,4748,0,60245,0,0,0,3632,0,0,799377,0
8760835317496463442,13021,12595,2122,0,0,0,0,0,0,506516,387346,0
7152689370745454847,11674,9986,2817,0,0,0,0,0,0,525907,371216,0
9238572463688237724,427403,1166,0,0,0,0,0,742,71139,89766,0,331384
5695004779405974628,394986,0,0,0,0,0,9037,12710,319563,164244,0,21060
6438312933134713123,100761,423,111,0,0,0,0,1258,220325,423928,174794,0
12570398846422915053,260299,5251,442,36819,0,0,0,7411,8493,231383,371502,0
7481497075639660287,222161,3005,679,0,0,0,0,2523,2874,269143,421215,0
15853999350560378501,301596,2344,2457,0,0,0,0,0,0,340217,274986,0
4220044605625457744,133202,2408,3724,1937,0,0,0,9680,0,213185,557464,0
11693903660983093049,122144,4742,0,0,0,0,0,7181,4279,360603,422651,0
12599858727683069643,693923,13095,0,0,0,0,0,30304,180974,2982,322,0
18248436183714582090,120573,3054,0,0,0,0,0,1921,0,0,796052,0
14009972445053341356,898253,0,0,0,23347,0,0,0,0,0,0,0
1082276561786146485,920281,882,437,0,0,0,0,0,0,0,0,0
16698923378758587151,128693,907,0,0,0,0,0,9108,2174,310879,52738,417101
15742639515389762123,32611,3139,0,16950,331,0,0,397,3890,24470,839812,0
14355344808820591942,151504,846,0,6732,0,0,0,1458,134775,390676,235609,0
13213915085401404490,203808,0,0,2691,0,0,0,6579,11839,298260,398423,0
2325864797527003890,11961,14011,3099,0,0,0,0,0,0,316511,576018,0
14586144722971078130,98627,372,71,0,0,0,0,1257,233089,434927,153257,0
9214807330406718483,869023,654,0,0,0,51923,0,0,0,0,0,0
6618570711824458254,101448,4989,2285,0,0,0,0,0,0,203727,609151,0
1116386293012085389,852310,0,0,0,0,0,35983,0,30171,3136,0,0
4620353556217000114,80466,10555,0,70151,0,0,0,581,0,245791,514056,0
17069201491068825699,15445,10737,160,0,0,0,0,0,0,402016,493242,0
14531151609909875317,37093,906,0,0,0,0,0,0,14046,516281,353274,0
9655484227814894919,68505,4816,1314,16923,0,0,0,5350,0,122764,701928,0
3027867279823809980,49943,1530,0,0,0,0,0,21122,0,402736,446269,0
8386556888618129915,5652,4319,2164,0,0,0,0,0,0,584832,324633,0
17269052790355013161,921481,0,0,0,119,0,0,0,0,0,0,0
16485674251009161095,374077,6467,2205,565,1338,0,0,13984,82142,159380,281442,0
16683346370955349828,921497,0,0,0,103,0,0,0,0,0,0,0
14813828749967953407,117184,6949,0,0,0,0,0,21719,0,92150,683598,0
7982454112147078053,163438,6138,4254,0,0,0,0,130,0,66488,681152,0
3895006403275983014,369062,11094,1376,0,2313,0,0,7674,31808,340676,157597,0
5170104350160857905,6410,5999,2799,0,0,0,0,0,0,360484,545908,0
5550390134871848123,165676,0,0,6843,0,0,0,686,0,705762,42633,0
4238828504351731712,184848,843,191,0,0,0,0,4817,20602,330870,379429,0
16709594930448937194,221938,2968,0,0,0,0,0,12337,2674,58970,622713,0
730005773272183781,321885,5392,0,0,1874,0,0,10248,21452,454067,106682,0
15394062985489874311,178813,171,59,0,0,0,0,38,16830,248632,31128,445929
17977423037112333066,124795,6859,1809,0,0,0,0,0,0,330947,457190,0
1875111756972463847,7937,5528,2321,0,0,0,0,0,0,426257,479557,0
13565907153840090809,731688,0,0,1696,0,0,0,1401,3420,0,183395,0
3886678293703687254,478397,2229,0,0,0,0,0,13834,2473,25523,399144,0
513157105254623320,106973,6931,0,0,0,0,0,4471,21189,333974,448062,0
566567535803591966,4081,1255,0,0,0,0,0,2763,0,819171,94330,0
6966728532260011880,18252,2158,500,0,0,0,0,0,0,586074,314616,0
5717503026522312809,42321,0,0,0,0,0,0,13338,0,454911,411030,0
10010155418188857529,167631,957,190,0,0,0,0,9239,0,288178,455405,0
12333043201658808870,79626,836,0,137,0,0,0,7146,994,330521,99877,402463
17059628620973811686,914481,3771,3348,0,0,0,0,0,0,0,0,0
3018141881510869073,274322,0,0,22156,0,0,0,6856,0,395111,223155,0
6380932857582636203,152071,6749,6288,0,0,0,0,6453,9059,174059,566921,0
17852014667831633039,19311,8211,1336,0,0,0,0,0,0,549064,343678,0
6740891766742620298,861590,4495,0,0,0,0,0,25851,14754,14640,270,0
9521290638390631886,25379,3293,0,15719,369,0,0,0,0,26583,850257,0
6336117495900853565,5777,2449,444,0,0,0,0,0,0,604291,308639,0
750164702306993685,39063,2219,0,0,216,0,0,12252,0,465024,402826,0
9694392744493244899,35448,1245,0,10334,340,0,0,6114,0,74835,793284,0
12115868830672941514,64341,913,0,0,0,0,0,0,15299,605855,235192,0
900234926410044505,6295,3640,2362,0,0,0,0,0,0,534584,374719,0
17524973806096451161,146691,1246,0,11349,0,0,0,9913,161095,255005,336301,0
6646315855972168497,162407,3081,0,0,0,0,0,5604,0,0,750508,0
8284814745337242975,63997,244,86,0,0,0,0,233,273041,486594,97405,0
8932323864832229837,903406,18194,0,0,0,0,0,0,0,0,0,0
8805991622865848021,231904,3293,0,0,0,0,0,22581,0,258251,405571,0
15077615178347866537,105123,1168,487,245,0,0,0,5393,1752,281882,117801,407749
5804450475103323658,51268,990,0,0,0,0,0,22716,0,485135,361491,0
10224676118869403541,12019,15291,6679,0,0,0,0,0,0,494827,392784,0
6325316994224657374,29286,3961,0,0,0,0,0,1006,0,418613,468734,0
13526318875099861559,429199,2367,0,0,0,0,0,39476,0,59819,390739,0
12480674105423448255,14645,19213,9350,0,0,0,0,0,0,488664,389728,0
14194025750542645885,190477,1847,0,0,0,0,0,64853,0,60723,603700,0
7392762694154419318,199874,836,406,0,0,0,0,10718,4108,385338,320320,0
6620157225611754664,212216,0,0,3486,0,0,0,7092,6903,470004,221899,0
17867328775591262471,905770,15830,0,0,0,0,0,0,0,0,0,0
943697908240637426,915834,5766,0,0,0,0,0,0,0,0,0,0
2739512928225987008,119766,0,0,0,0,0,0,0,15465,139144,647225,0
10589603962078058461,229769,2947,496,4060,0,0,0,8383,11845,304406,359694,0
11248737596075859130,252544,0,0,3724,0,0,0,6096,0,399357,259879,0
930467621819484201,41635,0,0,6743,0,0,0,150,0,854868,18204,0
9884488254661299505,199034,0,0,7293,0,0,0,809,60631,580422,73411,0
3916500022583386397,184554,1308,0,0,0,0,0,0,15263,260401,38182,421892
16975447079391308473,127656,1441,0,0,0,0,0,5389,0,259195,527919,0
12283157579399717585,78002,239,128,6560,0,0,0,5304,0,648376,182991,0
9417961865601725741,205212,1424,511,60215,0,0,0,11293,2041,302569,338335,0
2247476856557760675,110267,22529,0,0,2332,0,0,0,105019,262711,372257,46485
16528287846176984735,184245,961,630,11845,0,0,0,12231,9031,220590,482067,0
7943082702441846306,862759,4683,0,0,0,0,0,21757,13668,18388,345,0
14970551708845786624,155728,1897,0,0,0,0,0,10795,488,259387,81407,411898
10168355229603548013,373911,3877,0,14355,0,0,0,27091,27277,281914,193175,0
5038462977549668462,194267,5470,1437,0,0,0,0,4241,0,52510,663675,0
10674066686483520190,18308,3372,365,0,0,0,0,0,0,350844,548711,0
16552886016124456905,115867,0,0,17126,0,0,0,0,13403,129045,646159,0
2399861695124642831,921220,0,0,0,380,0,0,0,0,0,0,0
4657127362392138269,187866,903,219,0,0,0,0,3205,35573,324159,369675,0
4130488188257510925,394268,2700,0,0,0,0,0,36181,0,50931,437520,0
12442746614238530984,259771,3566,0,0,0,0,0,7471,3789,70483,576520,0
15703954156775441797,207813,791,633,28101,0,0,0,12057,1949,304998,365258,0
1083835812533094073,117446,4494,0,0,0,0,0,3632,5489,333144,457395,0
4704765881309299257,26899,9589,0,0,0,0,0,0,3479,119046,762587,0
528300823321994080,387598,1083,0,0,0,0,0,11702,2279,36348,482590,0
10643664779809240782,7340,12088,3898,0,0,0,0,0,0,529480,368794,0
14312805617128494349,24171,2702,0,0,0,0,0,0,0,536,894191,0
1806958453767246853,64228,6995,0,86296,0,0,0,6548,0,76862,680671,0
9579076472964857108,55969,195,161,6834,0,0,0,1421,154868,464272,237880,0
125479260560314772,648598,0,0,0,0,0,20739,91392,17072,143799,0,0
10454090842649163417,48426,623,0,0,1536,0,0,0,0,871015,0,0
13945857786775925056,144668,0,0,7026,0,0,0,710,0,730526,38670,0
2297767631048115868,7925,0,0,0,0,0,0,0,0,881747,31928,0
1473246003002457651,918644,0,0,0,490,2466,0,0,0,0,0,0
15896853397104248049,417560,0,0,0,0,0,0,0,7737,455979,40324,0
6124338552908306381,4177,961,0,0,0,0,0,0,0,756418,160044,0
3379583325073697406,194767,778,431,41551,0,0,0,7160,3329,390320,283264,0
5802870010723771419,295614,472,0,13901,0,0,0,1565,30169,484263,95616,0
13717336742130924444,61690,497,143,0,0,0,0,0,109690,628261,121319,0
17382506760362159829,228851,6642,966,0,0,0,0,3265,1992,207778,472106,0
407189111992294848,113269,12417,0,0,0,0,0,2514,830,104830,687740,0
15055870186816676715,129235,882,0,0,0,0,0,9636,2360,307289,55397,416801
17937027975245895916,139461,8086,2294,23288,0,0,0,6954,0,315407,426110,0
14412347593056357505,22380,4496,0,0,0,0,0,0,0,584590,310134,0
12964705460123532546,411547,3714,0,0,0,0,0,1450,108667,39644,0,356578
3730037858728424969,182408,2301,0,0,0,0,0,0,12893,268632,39494,415872
16516271879296385753,223199,0,0,0,0,0,4007,0,113289,581105,0,0
16796193026761706388,105263,1104,0,242,0,0,0,12673,1556,249194,145830,405738
