id,cluster
14653338023367921541,cluster_11
14667761514119078859,cluster_11
14677977045708324655,cluster_11
14685038150163278997,cluster_11
14686376860674270156,cluster_11
14782104304552950830,cluster_11
1479355700075648315,cluster_11
14825923331924945211,cluster_11
14835344579435324639,cluster_11
14862632864033291595,cluster_11
14873496051371438231,cluster_11
14937148819283490198,cluster_11
14946408090583899092,cluster_11
14963919019775845322,cluster_11
14970758323785910541,cluster_11
149727257087739003,cluster_11
15014699568467016340,cluster_11
15032581855161369478,cluster_11
1506918803007269561,cluster_11
15122967120777118148,cluster_11
1513777541699915970,cluster_11
1514203568050808412,cluster_11
15230942324940238402,cluster_11
1531686086677749533,cluster_11
15344646523075096540,cluster_11
15392423033620348170,cluster_11
15392791817412355717,cluster_11
15397113629388028798,cluster_11
15404609854068468158,cluster_11
154284345046005641,cluster_11
15458322071880038961,cluster_11
15478200071017185003,cluster_11
1548916458529050362,cluster_11
15492055511932979507,cluster_11
15542189282964716386,cluster_11
15632628843954495672,cluster_11
15638321715704426221,cluster_11
15685522117356140113,cluster_11
15704545173194932114,cluster_11
15725300737366598831,cluster_11
15748629070704934607,cluster_11
15772239429719824619,cluster_11
15804162225675384801,cluster_11
15882531530732727664,cluster_11
15945566508685464273,cluster_11
15948241923873741882,cluster_11
15970232756758674914,cluster_11
16016505205998568613,cluster_11
1601863839391874932,cluster_11
16034155590191433554,cluster_11
16072691376285215831,cluster_11
16074236703419635755,cluster_11
16176784046997266555,cluster_11
16186074485557840978,cluster_11
16186230723442775449,cluster_11
16216944366733477881,cluster_11
16259787039954156514,cluster_11
16347824647512645377,cluster_11
16348893486955838155,cluster_11
16393225677418804305,cluster_11
16414245320451710866,cluster_11
16469245426670165404,cluster_11
16518695842738385797,cluster_11
16568081108131014074,cluster_11
16592762137412826104,cluster_11
16603394832837978165,cluster_11
16631798992338511074,cluster_11
16653590050133239437,cluster_11
16704142119030522265,cluster_11
16776747700541027739,cluster_11
16794773707260414292,cluster_11
16797454180131343317,cluster_11
16799146693585895783,cluster_11
16801535918277698725,cluster_11
1681322758093098613,cluster_11
16833808721366872873,cluster_11
16837804558932125557,cluster_11
16863038173142479182,cluster_11
16866439632494545160,cluster_11
16912900175639018441,cluster_11
16913038312888980605,cluster_11
16959459183200873917,cluster_11
1699357724412584984,cluster_11
17036117858283710476,cluster_11
17069201491068825699,cluster_11
17151460473633133843,cluster_11
17172501526020753224,cluster_11
17222611795065087055,cluster_11
17290890399878580977,cluster_11
17309736579540098298,cluster_11
17334118357194300531,cluster_11
17337358527750075146,cluster_11
17354858289495470349,cluster_11
17423818602290427937,cluster_11
17478866884951727870,cluster_11
17488409042456523348,cluster_11
1751049694890239096,cluster_11
17633170710009883251,cluster_11
17690121051886059332,cluster_11
17691290562735157940,cluster_11
17852014667831633039,cluster_11
17977423037112333066,cluster_11
18035910787504506,cluster_11
18092783626668818727,cluster_11
18102797313408292229,cluster_11
18107773262113462292,cluster_11
18179475045646470416,cluster_11
18187371849543945972,cluster_11
18237777484368525727,cluster_11
1832293206044593063,cluster_11
18428243541439848896,cluster_11
18429570055289628886,cluster_11
18436921968555745619,cluster_11
1863915739915229563,cluster_11
1875111756972463847,cluster_11
1945658723587311168,cluster_11
2192087222175443480,cluster_11
221193017570126229,cluster_11
2225341030114778191,cluster_11
2247296692369490103,cluster_11
225516857359137977,cluster_11
2299735422577179299,cluster_11
2325864797527003890,cluster_11
240773757587674529,cluster_11
2443977389030294725,cluster_11
2448201211348365141,cluster_11
2573261364583983976,cluster_11
2584699245745252636,cluster_11
2627820526020257657,cluster_11
2630738354527335518,cluster_11
2647213432489391897,cluster_11
2657806636856045621,cluster_11
2673098548094691606,cluster_11
2724666010142377029,cluster_11
2730246718901650275,cluster_11
2766950578991773223,cluster_11
2769399647723426769,cluster_11
2828868974225801202,cluster_11
2843587668424218867,cluster_11
2876235820232182790,cluster_11
288398525940784654,cluster_11
2904959253750193102,cluster_11
296615042451769672,cluster_11
2974465712472961063,cluster_11
2993155176988943067,cluster_11
301068820154052880,cluster_11
3091843147866659994,cluster_11
3119503085757596180,cluster_11
3123521601126667264,cluster_11
3180237011025322321,cluster_11
3208776243093252194,cluster_11
3241987831815261771,cluster_11
3271587475890470544,cluster_11
3281367624645276508,cluster_11
3333260518438819982,cluster_11
3374128070753504878,cluster_11
3400307434911303780,cluster_11
3400431991933478223,cluster_11
3411283134482760468,cluster_11
3452085392185048708,cluster_11
351122476443392576,cluster_11
3575860154437041250,cluster_11
3583315996633062423,cluster_11
361009850506440089,cluster_11
363702325510837166,cluster_11
366632336552669072,cluster_11
3751558453885238420,cluster_11
3772439343567112927,cluster_11
3798975556861652411,cluster_11
392355668889479137,cluster_11
397863318267697086,cluster_11
3984297108000898829,cluster_11
4042491761205907144,cluster_11
404577835804339156,cluster_11
4052294998515838304,cluster_11
4137835547547578135,cluster_11
4181412060625506237,cluster_11
4204771479111320238,cluster_11
4230599930258660259,cluster_11
4244355589375708693,cluster_11
4284346238836765545,cluster_11
4353340198087928688,cluster_11
4360111985048084608,cluster_11
4402835139618994230,cluster_11
4419592170594694336,cluster_11
4431145541053116844,cluster_11
4482156107171210005,cluster_11
4500822198600690651,cluster_11
4582315413720669576,cluster_11
460691566323310995,cluster_11
4631497873507082562,cluster_11
4656547921517888894,cluster_11
4690616107490263808,cluster_11
471506697396258435,cluster_11
4764288853396933913,cluster_11
4807777792439494368,cluster_11
4819531831435310398,cluster_11
4824853144333213008,cluster_11
4862749460869001676,cluster_11
4870346096200992252,cluster_11
4941400716864130259,cluster_11
4994308974536268034,cluster_11
5038462977549668462,cluster_11
504869444123153451,cluster_11
5059608577566174884,cluster_11
5154837042700215154,cluster_11
5170104350160857905,cluster_11
5224188627817910892,cluster_11
5277240176693473632,cluster_11
5304348637350975056,cluster_11
5307140363469027810,cluster_11
5368662136571660399,cluster_11
5436724895366369293,cluster_11
5437616916976059215,cluster_11
5439907590077053517,cluster_11
5482257461254211163,cluster_11
5533163222378237971,cluster_11
5578461726951290385,cluster_11
558528032335564811,cluster_11
5586131146599473821,cluster_11
5590411887390555641,cluster_11
5594166519015584175,cluster_11
5606192507666052027,cluster_11
566567535803591966,cluster_11
5682845357690589496,cluster_11
5696380139291274805,cluster_11
5706426556863304555,cluster_11
5711910338755450441,cluster_11
5741473062504466742,cluster_11
5747990736762747,cluster_11
5822616129601762163,cluster_11
5872830711570976933,cluster_11
5878422864339219468,cluster_11
5968317494951086504,cluster_11
5980537837555515722,cluster_11
5989009599989846246,cluster_11
6034293767745385138,cluster_11
603486959061647067,cluster_11
6041680801941308922,cluster_11
6091028063767518194,cluster_11
6119677716839104391,cluster_11
6124338552908306381,cluster_11
6286606020052279588,cluster_11
6325316994224657374,cluster_11
6336117495900853565,cluster_11
6347163558574150111,cluster_11
6428933862222283799,cluster_11
6447950062436918375,cluster_11
6476247376985100987,cluster_11
6476921803551809553,cluster_11
6492844895985535960,cluster_11
6511058074653680575,cluster_11
6535486126964616835,cluster_11
6541938255921393503,cluster_11
6549380159740124189,cluster_11
6556520671597908526,cluster_11
6578190882780024413,cluster_11
6581411273129187113,cluster_11
6592000546814488542,cluster_11
6618570711824458254,cluster_11
6769561179529148344,cluster_11
683334512492051338,cluster_11
6922101103648232869,cluster_11
6952569277566731213,cluster_11
6966728532260011880,cluster_11
6968450879041261886,cluster_11
6976613050987343212,cluster_11
6987142445492185170,cluster_11
7008245565339479172,cluster_11
7018027738806498233,cluster_11
7039025129510709403,cluster_11
7080768953067538394,cluster_11
7080771352221183170,cluster_11
7094451913427080840,cluster_11
7096532267840002088,cluster_11
7129729661507006721,cluster_11
7130251045498128063,cluster_11
7152689370745454847,cluster_11
7181706262562241668,cluster_11
7183553355278606412,cluster_11
7224530831972032793,cluster_11
7236969705006783426,cluster_11
725056905723492869,cluster_11
7253502362668814879,cluster_11
7256423365997672092,cluster_11
7362856997443524698,cluster_11
7393238925671638306,cluster_11
7413560489702501286,cluster_11
7416440385478450224,cluster_11
7441309077290794782,cluster_11
7523912302710080592,cluster_11
7526080262147380158,cluster_11
754656795991677790,cluster_11
757926436157850573,cluster_11
773037666286638884,cluster_11
7820693904172760664,cluster_11
7853074422761152932,cluster_11
7879137831619105622,cluster_11
8003877745086405370,cluster_11
8062123671151004475,cluster_11
8105343089021961411,cluster_11
8105638006623381209,cluster_11
814258698712593215,cluster_11
8179323503511855281,cluster_11
8213344075110825428,cluster_11
8229037055821228288,cluster_11
8239700265164930479,cluster_11
8287387824463425471,cluster_11
8292521320222496402,cluster_11
8324934697104179438,cluster_11
8386556888618129915,cluster_11
8416890556196680791,cluster_11
8423940755038037223,cluster_11
8436756731128414393,cluster_11
8488401083060243693,cluster_11
8502226167089800985,cluster_11
8533789584003329885,cluster_11
8554239456719682433,cluster_11
8562458123105026684,cluster_11
8565610481030993204,cluster_11
8623781616530491365,cluster_11
8652549075907451520,cluster_11
869140306193778661,cluster_11
8697118948247109360,cluster_11
870913745001588422,cluster_11
871433783428802456,cluster_11
8726710887396116948,cluster_11
8754064221132610220,cluster_11
8760835317496463442,cluster_11
8830607752858154899,cluster_11
8874107921619121971,cluster_11
8941931303959914751,cluster_11
8957083220716267188,cluster_11
8957698300278181748,cluster_11
8962811190966134307,cluster_11
897436296147056521,cluster_11
900234926410044505,cluster_11
9076997693203206345,cluster_11
9080726280888296121,cluster_11
9186278081842262497,cluster_11
9313527802721613752,cluster_11
9343582315334699685,cluster_11
9429482219882891186,cluster_11
9495900052969455947,cluster_11
9542671382113390220,cluster_11
956404261670689997,cluster_11
9593643566133306587,cluster_11
96055145693410156,cluster_11
970270411392862161,cluster_11
9810838604893364196,cluster_11
9922597386081684345,cluster_11
9935342050956165343,cluster_11
9942961759183617837,cluster_11
9949380736406667469,cluster_11
1023327535070136989,cluster_12
10646530246715543553,cluster_12
10891117201999956151,cluster_12
10908519449825267514,cluster_12
11111317131595127300,cluster_12
11322587620235841917,cluster_12
11730722368654022312,cluster_12
13040276497483783206,cluster_12
14537823230235536782,cluster_12
14802949761255250525,cluster_12
15087363245695912367,cluster_12
15162639260384279035,cluster_12
15551328389257912901,cluster_12
15722318889989442904,cluster_12
15977397154488452352,cluster_12
16172336167651363236,cluster_12
16440118593879806089,cluster_12
16580494600986232015,cluster_12
17219772524559379280,cluster_12
17392720872779623722,cluster_12
18040892363675719739,cluster_12
1965148958310273536,cluster_12
230004385727211977,cluster_12
2482986803101084308,cluster_12
253763439168767252,cluster_12
2850595053200135485,cluster_12
2989656811285712418,cluster_12
3076420384799058124,cluster_12
3243734133251632447,cluster_12
3489181143590472231,cluster_12
3510157682113124076,cluster_12
4181133442904104116,cluster_12
4446015701837666826,cluster_12
4794612937913497662,cluster_12
5621547068024082198,cluster_12
5693082825320630984,cluster_12
6094683008692291021,cluster_12
6585236628833357468,cluster_12
6808985772790711288,cluster_12
7108750706013281268,cluster_12
7469474529495045061,cluster_12
8487802504981033790,cluster_12
8860114001875742304,cluster_12
9001654398215915727,cluster_12
9056634895029043119,cluster_12
9722418938962263447,cluster_12
9911585118205289541,cluster_12
10076324633204084595,cluster_13
10081435122427592003,cluster_13
10239392742488873425,cluster_13
10241524179068396065,cluster_13
10350784365160863566,cluster_13
10458849882286820131,cluster_13
10482471169034963513,cluster_13
10553810828799731487,cluster_13
10808365867202997864,cluster_13
1083835812533094073,cluster_13
11124285325955450880,cluster_13
11180598794627341818,cluster_13
11286017933637284818,cluster_13
11292130021298430533,cluster_13
11335626234852834055,cluster_13
11379624050245357354,cluster_13
11421802793229152299,cluster_13
11687859413956588832,cluster_13
11693903660983093049,cluster_13
11759117761509410088,cluster_13
12152155281541364465,cluster_13
12254674860804175388,cluster_13
12265477550218661473,cluster_13
12270081080918730089,cluster_13
1231359265381733123,cluster_13
12441270494832473534,cluster_13
12475971032595384520,cluster_13
12503544608841643249,cluster_13
12554066507661484507,cluster_13
12576533018105760380,cluster_13
12582182741984035159,cluster_13
12592868654096756982,cluster_13
12610571015519499516,cluster_13
12834309730267885312,cluster_13
12917776338282701249,cluster_13
1306389865233569638,cluster_13
13314459961863081975,cluster_13
13588341113486355629,cluster_13
1370891130838877883,cluster_13
13741615079899469599,cluster_13
13787795738125429420,cluster_13
13895796201545951292,cluster_13
13907830515177468255,cluster_13
14024796732354829704,cluster_13
14048157368075938837,cluster_13
14169047495995513050,cluster_13
14192675249392455110,cluster_13
14308881120937701577,cluster_13
14408141488720325125,cluster_13
14478927261783177273,cluster_13
14813828749967953407,cluster_13
14937211484384500239,cluster_13
14985607024283870894,cluster_13
15035594392399518197,cluster_13
15294538175453107318,cluster_13
15356380288943330230,cluster_13
1541154068633308790,cluster_13
15635063649396007551,cluster_13
15758909819693550515,cluster_13
15850840675411092296,cluster_13
15852453456740342208,cluster_13
16203890471435369893,cluster_13
16534761997734504523,cluster_13
16560636039978341222,cluster_13
16771260595611287766,cluster_13
16841681045660907618,cluster_13
1689012710533002010,cluster_13
16975447079391308473,cluster_13
17099866658014121661,cluster_13
17153432914250175827,cluster_13
17323076049846754623,cluster_13
17323752681748355981,cluster_13
17367899869925066806,cluster_13
17676600416880246756,cluster_13
17815013564661878299,cluster_13
17859724542129200798,cluster_13
17932807514607671918,cluster_13
18074964933109873252,cluster_13
18179849684397220362,cluster_13
18273922468678266995,cluster_13
18281762773018330862,cluster_13
18419583976057033136,cluster_13
18975246810038865,cluster_13
196020060203712499,cluster_13
1965423127976195156,cluster_13
2105163257633945107,cluster_13
2174338274552523642,cluster_13
2352571018022910723,cluster_13
2416837954302229078,cluster_13
2501620904942221418,cluster_13
256915543720001161,cluster_13
2610594974559026306,cluster_13
2719679196594321269,cluster_13
280650402782707429,cluster_13
286728053717291059,cluster_13
2938649719633521532,cluster_13
2961059934806403292,cluster_13
3149478538559649235,cluster_13
3285961131116251453,cluster_13
3300719383746299837,cluster_13
3315695795598377001,cluster_13
3357427581749319956,cluster_13
3407665206500568426,cluster_13
3465893021158367789,cluster_13
3627938117124286814,cluster_13
3681341913207312750,cluster_13
3881446064530255815,cluster_13
4042178020255410043,cluster_13
4105207542844419259,cluster_13
4210867786029060195,cluster_13
4300446046426598969,cluster_13
4450743453890653371,cluster_13
4526591625549884101,cluster_13
4552566088381965127,cluster_13
4704765881309299257,cluster_13
4716491515610252547,cluster_13
4744919135843382280,cluster_13
4752589833765379956,cluster_13
4812279749195210147,cluster_13
4851965503884943550,cluster_13
4870659409153357313,cluster_13
4929903361970610464,cluster_13
513157105254623320,cluster_13
