ImageID,cluster
12980219967268439695,8
10073374695675195041,8
7080768953067538394,4
17858218421429134817,8
4216851028752886948,8
10841011144092027625,8
8373290511941513410,8
1751049694890239096,4
6511058074653680575,4
2701729828864608442,8
13622767994714842404,4
3471817784111545369,8
913350279723007072,8
17124648226500433893,8
719906686005858408,8
9174245236015708463,4
16072691376285215831,4
5317386002009816611,8
5050095081409705624,8
4181133442904104116,7
10565870083030058508,3
618229392381069627,8
13695121048481679569,6
15482324541248406735,8
5974067749682540106,8
17039046428636408228,8
10499759174967122584,8
9056634895029043119,7
15418814166513088195,8
419114738575226671,8
14902273143647350692,8
2904959253750193102,4
2989502728935528189,8
17425248002674890190,7
17136117347918320917,8
4187609523709397370,8
8436756731128414393,7
3501294702310794730,8
5578461726951290385,4
6001961789001459732,8
5621547068024082198,7
8951477458262415517,8
12786905506951836022,8
7929223439606313722,8
12900718988338133152,8
12483684826548131086,4
987970173090111449,7
14825923331924945211,4
15152286211090665877,8
14340458520245263881,7
9501565522706452881,8
17819264440466067763,8
5594166519015584175,4
8039037441876028837,3
12441270494832473534,8
7393238925671638306,4
7489741772331704664,8
16518695842738385797,4
10034419136200140977,8
14956518698861016093,8
11620614660485506433,8
8271396729736711015,8
4764288853396933913,4
17296528507103471118,7
15739401010473791528,8
16580494600986232015,7
8957083220716267188,4
11310022555725185616,4
7536497400775270496,8
11111208312624184368,8
8760835317496463442,4
7152689370745454847,4
9238572463688237724,6
5695004779405974628,8
6438312933134713123,7
12570398846422915053,8
7481497075639660287,8
15853999350560378501,8
4220044605625457744,8
12599858727683069643,4
18248436183714582090,8
14009972445053341356,8
1082276561786146485,4
15742639515389762123,8
14355344808820591942,6
13213915085401404490,8
2325864797527003890,4
14586144722971078130,7
9214807330406718483,3
6618570711824458254,4
1116386293012085389,3
4620353556217000114,8
17069201491068825699,4
14531151609909875317,8
9655484227814894919,8
3027867279823809980,8
8386556888618129915,4
17269052790355013161,3
16485674251009161095,8
16683346370955349828,3
7982454112147078053,8
3895006403275983014,8
5170104350160857905,4
5550390134871848123,6
4238828504351731712,8
16709594930448937194,8
730005773272183781,8
17977423037112333066,4
1875111756972463847,4
13565907153840090809,8
3886678293703687254,8
513157105254623320,4
566567535803591966,8
6966728532260011880,4
5717503026522312809,8
10010155418188857529,8
17059628620973811686,8
6380932857582636203,8
17852014667831633039,4
6740891766742620298,8
9521290638390631886,8
6336117495900853565,4
750164702306993685,8
9694392744493244899,8
12115868830672941514,8
900234926410044505,4
17524973806096451161,8
6646315855972168497,8
8284814745337242975,7
8932323864832229837,4
5804450475103323658,8
10224676118869403541,4
6325316994224657374,4
13526318875099861559,8
12480674105423448255,4
14194025750542645885,8
7392762694154419318,8
17867328775591262471,4
943697908240637426,4
2739512928225987008,8
10589603962078058461,8
930467621819484201,6
9884488254661299505,6
16975447079391308473,8
12283157579399717585,6
9417961865601725741,8
16528287846176984735,8
7943082702441846306,8
10168355229603548013,8
5038462977549668462,4
10674066686483520190,4
16552886016124456905,8
2399861695124642831,3
4657127362392138269,8
4130488188257510925,8
12442746614238530984,8
15703954156775441797,8
528300823321994080,8
10643664779809240782,4
14312805617128494349,8
1806958453767246853,8
9579076472964857108,6
125479260560314772,8
10454090842649163417,8
13945857786775925056,6
2297767631048115868,7
1473246003002457651,3
15896853397104248049,1
6124338552908306381,4
3379583325073697406,8
5802870010723771419,6
13717336742130924444,7
17382506760362159829,8
407189111992294848,8
17937027975245895916,8
14412347593056357505,4
12964705460123532546,8
16516271879296385753,8
12275593183925834831,4
16028947054513613786,8
9542671382113390220,4
7769571037157001485,8
8102723125428921638,3
14782104304552950830,4
230004385727211977,7
5876032785364749916,8
2332490184507696377,6
14576396651490455881,8
13558923591769591553,3
9165944879737108509,4
13778403012885142782,4
4237685746205380153,8
13189834239326455491,8
4431145541053116844,4
15871782002220462006,8
12745600912263993432,8
16600387440305058271,8
16631798992338511074,4
3478141851684163345,8
2828868974225801202,4
286728053717291059,8
8290333995674250242,8
253763439168767252,7
480214264378105954,6
11422201562188641805,8
4994308974536268034,4
498150110095778126,8
3849960133128579498,8
8491112222496259260,8
4325237526615898353,4
2031839971099595066,8
3924638339823368503,8
15903973777542971558,7
2969285140175107808,8
9313527802721613752,4
5877638524073945959,4
12990796784439855978,4
3038756554778581795,4
1382385770749665355,4
12942762636427326193,8
16347824647512645377,8
9735755250005706735,8
11888590959809564467,8
14039562103418055973,8
8331455434547962301,3
15032581855161369478,4
7536458804653138153,8
4644674740616539583,8
12286703123617879847,8
1861311219309208973,8
4474074537124114232,8
7144861813317058461,8
11088331091637739736,8
15307492862635004946,7
7558478327376186099,8
16881873690409210766,8
9762917548420482360,3
14677977045708324655,4
1821858193906397522,8
16522566868030616972,8
5953624146645793177,3
4415438701740707222,8
12983327418930299915,4
6791780080029564350,8
2848488201678503456,6
5238994622033362062,6
7860474449687203076,8
11357952081426144531,1
504869444123153451,4
7017605756412474724,1
3464894044454106687,8
16745170875177286875,8
1182976307059288905,8
4204771479111320238,4
1071434776534258354,8
18247269783350623016,7
5872836723217957611,8
687097888574164795,8
11194007119631353729,6
10270820847443901987,8
7053765646861989866,8
1420167460010044414,8
8254030139065847139,8
15950531563055988888,8
13987861415994454172,8
9231692064568552022,8
3275523669352804169,8
426659697935032632,8
2573261364583983976,4
4744100925862716884,8
17346559187777185336,8
16551750439037160439,1
122242516339706271,1
4903656544869565612,7
12953892865015065757,8
796654663941535986,8
7129729661507006721,7
8760256047972639245,8
7543333850951118310,3
10137013040634915218,4
5097489789204820273,6
17518670591540312147,8
2343899442700193473,8
14238713486319936825,8
4765884561666929805,8
15542189282964716386,4
796818516880739213,4
18168721147754752755,6
18189854104585367367,8
9600220504262706259,8
565932379929721503,8
13592767346173755385,6
9547687029188263515,4
17704566504903929321,8
14573514632983684472,1
8292521320222496402,4
2938649719633521532,8
2769399647723426769,4
18325966871593037091,4
13637383556233452737,6
9886448094858765980,8
11967168189027098923,8
120955349812750806,8
10026971377870927329,8
5978815557277971514,8
15010306241571464021,8
3129186281568865713,6
8423940755038037223,4
16534787040461240036,8
16303939733082069115,6
6927098452663023852,8
436514297076310147,3
15587088835320496818,6
4952354108937565349,4
6884874407896902403,8
471506697396258435,4
14970296634310296843,8
6314457533775617157,8
697056546567441173,3
15713746639945405068,8
1597589744792049737,8
2405711938088756473,4
6701345990960273210,3
12645428657397165838,7
4089238374847948178,7
12190683869656423624,8
2366951894119274141,6
6892328191233797785,8
2868183102857900354,8
16834609948051030466,8
18295135436393546342,4
8149848137032773702,8
5290667493942423233,4
4262875718261455071,8
16578699589789070141,4
5232297699116252025,8
11913181121041795220,8
8529089753835236414,8
96055145693410156,4
300007672501281935,8
9796105146028118860,1
8657821179797182909,8
17392720872779623722,7
10236523786069872317,3
5878422864339219468,4
11313420932034083545,8
526067242247637048,8
3839213710458056847,8
12998520220097806359,8
17112642914500835370,8
7245258323467228171,8
4483719290797218464,3
12747435630703804371,8
460691566323310995,4
4129894399719845907,8
14108995904067070380,8
16949501897722708449,8
13673270012363628805,8
7008245565339479172,8
9598336090702663540,1
3595762858590096215,8
12208986852375592013,3
18376311662081060449,6
13544891901119347599,6
5037068640724060094,8
2428867279109776795,8
11617682588283654031,8
5810819831775078014,8
3752918968099505424,4
15475369896046285595,6
13374046781871015102,1
3797559305864514393,8
12860126285971430605,6
11879882618615493477,8
17910742327691025476,8
1157809488279077623,4
9962171029342103198,8
725056905723492869,4
10593592069833839426,4
1848791089217873290,8
11110883974380597567,8
15907972625461231955,8
6199312874368858814,8
956404261670689997,4
7807413941115157530,8
7853074422761152932,4
5086522166501459092,8
7523912302710080592,4
12337213940581063557,4
7094451913427080840,4
3471681067211892481,7
10156205338923399277,4
3374128070753504878,4
2993155176988943067,4
3765088132202415867,8
9341219008831684460,8
562136930012172389,8
2709828665911301637,8
18281762773018330862,8
17281937726608907879,8
8931639379714520112,8
6379182828467310578,4
11030858451879485908,4
7064827183227119772,8
181684796358752815,8
7181706262562241668,4
11368242592644871649,3
9128793561773045131,8
6118170296872968775,6
11111317131595127300,7
14172495033989041646,8
11555920723492393504,7
10076324633204084595,8
2938670690719835587,8
5711910338755450441,4
10769092019676523314,4
2924328855628448768,8
16735980755506911281,8
13429330773663262573,8
93133942224423665,8
3271587475890470544,4
5476051848855183281,3
4211612776764155647,8
5065892761413322952,8
4391120351416560074,8
7526080262147380158,4
15492055511932979507,4
11322587620235841917,7
3394246914145950485,8
8504173173307060493,8
2750738647023645156,8
7108750706013281268,7
12873406961246267248,8
2730246718901650275,4
13741615079899469599,8
18187371849543945972,4
6722903222903014295,6
8464176084820668324,8
8288442408367124376,8
1373042629855204652,8
4246694084243150473,6
11738274705021639860,4
7362856997443524698,4
17047722483742719133,8
8109623087599408723,8
4812279749195210147,8
14372599001576912449,8
2561785056942010417,8
15211788767718316084,6
3145067268669635664,8
2443977389030294725,4
4561774108097863271,8
5455058455867729771,8
6103357533871257721,4
13180646545927041029,8
6248811138235272818,3
8315121739134598806,8
15295385993348591939,8
14774143788962000789,8
16799146693585895783,4
2900548405419746933,8
4614280540071092657,8
10052354173489468794,8
5790006412017977261,7
10239392742488873425,8
9452501183141796503,8
11315991191085592372,8
6819923773371912569,8
9819901377985444389,8
8453363093744180762,8
14562240355074149183,8
8726710887396116948,4
1136431182422403734,8
4419592170594694336,4
1455541923454421209,8
10906041081221340913,1
7012232369429343316,7
1169182665205475583,3
3124748784093506084,8
2724666010142377029,4
14784302109912718271,8
6476921803551809553,4
8030553191626051949,8
1037567489359475910,8
9483720236569009187,8
8636701429771719915,8
16863038173142479182,4
14373068643943304278,4
6268082531452872448,8
16208311989040577595,8
16248855085028527004,6
5005962051673640626,8
10442868337425228728,8
12870301993372785998,6
13315494887887985026,8
14388005796201274463,4
2629693746945374402,1
12359431006053298250,4
4085060593638238679,8
10844390230443872851,4
13423845129930452175,8
1412304543988079219,4
1037471624946966865,7
1996642603050574825,6
10419942069842596528,8
13409896401550352532,8
12996318645671853501,8
1341136021331280287,7
10691604834639557758,4
14937211484384500239,8
13715523730533393541,8
52820421859367909,8
4882327159563753479,8
15722318889989442904,7
16034155590191433554,4
290962742673055464,1
3641650470964892831,8
6492844895985535960,4
8347833432393331436,8
9186278081842262497,4
14835344579435324639,1
12033201083383841727,8
16797454180131343317,4
6277889960383746301,8
16406922084604015288,8
7845823918197331876,8
11321611799438939637,4
6021112993844169726,8
17634304322317853770,8
18311533343601338251,8
897436296147056521,4
1541154068633308790,8
18444951454197947612,3
3465893021158367789,8
265730827757678812,6
15356373878268866003,8
1313083356731197732,8
6556520671597908526,4
8952536124125316794,8
13810772507884162149,8
18352224210360304697,8
1889410854497165920,8
14873496051371438231,4
13193364299755077083,8
9659244835144993206,4
3804373182872425732,8
14308667855167736001,8
13803264345997616284,8
711017114225574761,8
6041680801941308922,4
8659065531882048189,8
5220501491554755316,8
2407574210469530010,8
12244413764412720810,8
16776747700541027739,4
11497937557094843329,8
16837804558932125557,4
10906536107465117625,8
1699357724412584984,4
16497363589291018479,8
2673098548094691606,4
6174065586261119919,3
10390052858865117417,4
9343582315334699685,4
1278855921483931557,8
170221114225147889,8
11396154944579471936,4
17533349949807211794,6
17004714541843675543,8
14573280229420441046,4
13188644659143318844,8
14334417303934119011,6
7912836567495754725,8
17367899869925066806,8
11483262442075923883,4
4993269061983878074,8
7187441411189439295,8
17290890399878580977,4
1901999277624612211,8
4819531831435310398,4
9426673837361379694,8
16155036586872034584,7
14149295966180928494,7
7413755519048377260,8
18124215728773306964,8
14666708626552833042,8
15750206191381598136,8
6987142445492185170,4
16689571334775308582,6
588494338106673869,8
909879515294457045,7
1792773749031263120,8
1490497412170057466,8
18179475045646470416,4
8385000480720064392,8
1256793496753044332,4
6347163558574150111,4
6976613050987343212,1
11399237535927739966,4
14573883420252720351,8
12825435631785292006,8
12793167398015043845,6
17775422309105642734,8
7021674837036946902,8
17506716258665697176,8
17219772524559379280,7
16761349276315689727,8
8754064221132610220,4
9012906379711983914,8
11706259681239799073,4
16862856317339348888,8
1563399331744812640,8
13588341113486355629,8
16034955905525115588,8
3208776243093252194,4
4158772712176370146,8
16002639211069954532,8
5584189121070882393,7
14294158361457016705,6
1033272544384259020,8
7881397028904204675,8
13357887802719671842,8
1832293206044593063,4
9351398938098645203,1
3507263983413665223,8
1543792562557686356,8
7630201461892362004,8
8271237500911866523,8
9080311622185536573,8
9481866841925199238,8
12024767974407931599,8
10091798092201137757,8
14319150177066816098,8
12510658871511723811,8
13297075007985218544,8
16440118593879806089,7
1704850098295656934,8
13000485117227249830,8
4042491761205907144,4
13620620552044129209,7
13699772450037105951,3
4360111985048084608,4
5436724895366369293,4
12987643373710549159,8
4574566341149277826,8
4486067467317150000,8
4941400716864130259,4
10245396218064258564,8
5462223944711966570,8
13667203682340987799,6
16943921752050682566,6
15428489750229491532,6
11470480238124838199,6
9810838604893364196,4
1066676411018271766,4
5484599098285248518,3
10068012896430905207,4
2717862976698570182,7
4209780144802555174,7
8263088523586177689,8
6837793402585860308,8
2352571018022910723,8
5153598803887790177,8
14068958142720419651,1
7441309077290794782,4
1350979740332917611,8
6475215093998840989,4
17095590482926512676,8
3241987831815261771,4
5179530354049986667,8
12610571015519499516,4
11205644469166030718,8
13805141168495648278,8
1441187268272350799,8
4508232563996210306,8
11974556573006386660,8
9834972443896695184,8
11353805114495240458,8
13851339848667311381,3
6118761987001245380,8
7077286978946490321,7
15753035480842379920,7
18158647179915786356,6
17471046855131083038,8
5279371287851915860,6
4824853144333213008,4
11964236975574180212,8
4302208918855472810,8
7080771352221183170,4
5872830711570976933,4
2007307559682453073,8
16913038312888980605,4
10077531788404171955,8
8941931303959914751,4
3001172154752244016,4
1724235562434762177,8
14804871600879534479,8
15025478245246553525,3
5099171991200468903,3
13375139145803720065,8
3326761831000136736,8
4500822198600690651,4
1187241559743869813,8
8269802364554518783,8
92850473685996574,8
1297640199759580981,8
14897036403382014465,8
11424803915299736132,8
15585551411098703061,1
7383187388537999425,8
4680149909212987375,8
11296663714542220389,8
2930657593158534477,3
6769561179529148344,4
4552566088381965127,8
4246698600301258416,8
6341481928631994447,8
221193017570126229,4
5488512942017877704,6
11435181023585655355,8
5080813636828168161,6
3782957444134732660,7
2657806636856045621,4
9942961759183617837,4
9657662493058959858,8
3058740308882777616,8
5304348637350975056,4
851490798994421960,8
1767199955362179921,8
10687233539926835460,8
12666363354102518700,4
4668006088449586240,1
1073935902098644701,3
14325000755394830639,8
1587323288133401238,6
11140105133199471375,8
14273342924912254880,4
17286353071782444852,8
9078219100141477018,8
11999618417699427738,8
3400307434911303780,4
10178552569969309793,8
2373226713079084265,8
6464137069511312769,8
8287387824463425471,4
9425992350178821193,8
2686722809869893595,8
3667390544045063696,8
6414709243900314459,6
3745365604979242343,8
7121069202406313100,7
7096532267840002088,4
4582315413720669576,4
3075569100907174765,8
2405164778349066658,8
1079669000590963360,7
2416837954302229078,8
10517004651796028679,8
360387477899682364,8
11508354802340356506,1
16592762137412826104,4
13101485815148795777,4
1998598879626076185,8
11680301514183716252,6
15637316936245518125,6
1503594843271355233,8
15329360345373035200,8
14846801321918264045,6
2891548365505915190,6
1519695048939856393,8
11554350345589565670,8
890739496614352734,8
14883321603690779563,6
14664268413106814518,6
15748629070704934607,4
1334838097417004296,1
2448201211348365141,4
666784094547308947,8
4244355589375708693,4
757926436157850573,4
15685522117356140113,4
17309736579540098298,4
683334512492051338,4
18429570055289628886,4
2610374249744027988,7
17347631358345407980,8
5848104149913372498,3
7253131049787130051,8
4870346096200992252,4
13532735944088893187,4
7245382200468302988,4
10976489446176108000,4
15977397154488452352,8
15247366081589207175,8
13654079224450191963,8
5856083452322781078,8
10350784365160863566,8
870913745001588422,4
10831511439934288249,4
9364532600434358546,6
7727040543679271120,4
11308287576737463137,4
11454186441060468207,8
16794773707260414292,4
17066363331500623274,8
6466690377970926315,8
3115131244831757541,8
15467357398555530809,8
16176784046997266555,4
14965513954805179901,7
5822616129601762163,4
8189261591248036731,8
16492381187291947267,6
17097528251260136586,8
6061899783567667272,8
6709154101777055025,8
288398525940784654,4
16628440138791397537,8
8623781616530491365,4
11201709417105563149,8
12027252483198461849,4
15416198513729662854,8
14384856085517070358,4
5115905372582335150,8
686391848143935111,8
17271974251922458516,8
1023327535070136989,7
17219972001266495181,3
3897869488977057808,8
7471493474526371100,8
14188096594654630302,8
16994165417686237230,8
15551328389257912901,7
14517464333634309792,8
8786105325016016427,8
9715584069494886965,7
6254830911583912740,8
5339354584486019302,7
1425309883016142702,4
404577835804339156,4
3798975556861652411,4
15599980680115230176,8
9076997693203206345,4
1209539747734707646,4
5785611543837199028,3
3072494122866749604,8
16801535918277698725,4
6585236628833357468,7
10321617037000281835,1
10002672813921613015,6
10255982769559582026,4
12371542879062927738,4
12497820566211793159,8
17151460473633133843,4
16721207596536859192,8
6655831389321081269,1
16061828387037386927,8
16078758721003112308,8
14016659377439774721,4
10908519449825267514,4
773037666286638884,4
16592101051461346004,3
6606780436484746965,8
16515029693595504869,8
12445189520536098388,3
367006227615889139,8
5968317494951086504,4
12239118234690442217,8
9644644833151751896,8
8898296354341732813,1
7658298817471280031,8
15529269308811042713,4
4631497873507082562,7
2679391325890811688,1
2310965222745007810,3
7256423365997672092,4
13155610386482068810,8
240773757587674529,4
15148206418611626042,1
4581659020499065095,8
17504874758080650960,8
5579048467332401683,8
6680144225550318983,8
9300789224516808098,7
14007640644408569407,4
2766950578991773223,4
8476024608065052521,3
3323291192355758555,8
7916873495750030283,8
5697382241313143128,6
16044528354313328080,8
14293635553820072978,8
4288955810838243556,8
14862632864033291595,4
2036507249198833630,8
17618373034858309094,7
1106589424885202630,8
2843587668424218867,4
6476247376985100987,4
7920215758539242081,8
13811675474225306280,8
13209866054188241332,8
11292130021298430533,8
14936954362731732171,8
3370149683523492009,8
6900169683567711337,8
468667703442535396,8
886866568339155831,1
8733602798063566484,8
16031963964259191392,8
4666184349776131081,8
5531373022943476926,8
7052882684292661822,8
4105207542844419259,8
17462697021639515053,8
10242665334804155502,4
1830687936889241790,8
15948241923873741882,4
10768442511370207328,4
14539088499793528572,8
15597532409425089518,1
3010018501445864454,8
13883310992637286090,8
15143026905417778275,6
14469850917467116489,8
18040892363675719739,7
15849769058523628891,6
2769780956805169234,8
13165067728704770948,7
11299420401615824467,8
705344221548922125,8
2943613752730510285,6
15050789177662334843,8
17824238131192524551,8
15363661417119888122,8
14479062640334769331,8
1506918803007269561,4
17988000691974087390,8
4113237541748422691,8
5312239213277205442,6
11217999735987482124,6
4929903361970610464,8
16099776478756056735,8
4112691716919482704,1
16407191163245327718,8
7272594837237151738,8
14537823230235536782,7
3390813726863184411,6
17003786933452212910,8
219208226947410435,4
5154837042700215154,4
2989656811285712418,7
13201914188635956939,8
1184409064161825245,4
14214030621822687863,7
8170422642826468529,8
13553339303743950441,8
8265835489385247460,8
16774144445586096897,8
256915543720001161,8
6381888236969970353,8
11698561108703796820,8
16159266503413934208,8
17354858289495470349,4
9749394677207472296,1
667021095985659649,6
2487735690591812407,8
6505731143943123404,8
15392791817412355717,4
10536134137053835517,4
8178320837272709527,8
15638321715704426221,4
2506383480557688499,8
15294538175453107318,8
16721582987727532831,8
17044289989856799009,8
609221492314629032,1
9080726280888296121,4
825346763454219780,8
3933978293487164728,7
2329183049467958152,8
804991942172533432,8
5439907590077053517,4
7224530831972032793,4
6685201620487759955,3
3794543568391124528,8
12331037746290168462,8
9001654398215915727,7
5261385567604642759,6
3773295991320287504,8
6186683772021701631,3
8488995294079842468,7
15816442144271757524,8
11635629443426982286,8
16946108665004921272,4
16912900175639018441,4
9393386002875706029,8
16334448228484806649,8
9429482219882891186,4
4807777792439494368,4
361009850506440089,4
1423837940293007433,4
17188623746839196193,3
8794508667264471469,8
8456494003577222325,6
7682596807437363506,4
1323450068796661634,6
14612705890207745237,4
6666233922924855804,8
9015890249972456042,8
3789305745955266600,8
2751610968975659910,7
10805202681994114703,8
14195798012845331768,4
842114723261737387,8
9911585118205289541,7
5871897016276227742,8
9247508413757729234,4
10306511373893366731,4
5699076172906321703,8
15804162225675384801,4
611912665747204542,8
15458876101223422182,8
424753787163772705,8
9874620756202172207,8
17676600416880246756,8
2876235820232182790,4
4958510500078331546,8
14945575066112266321,8
17830266055347647734,8
3281367624645276508,4
10475727078906169513,8
3970059914302305899,8
11678115472522884565,8
8626919106335811260,7
9204787878529628107,1
692731771145079725,8
4446015701837666826,7
13257070966857182109,7
16918567785944776929,7
6112626601395371770,8
10084799956394655609,4
6143492333315282877,8
4567922168099504125,4
1580088864944383124,8
12609575921095989822,8
970270411392862161,4
14136000840732541755,8
7469474529495045061,7
11034645054276593416,4
15943439350242826705,8
5706426556863304555,4
8143767864862167301,3
5426385402093454993,8
10336310008021883633,8
7253502362668814879,4
7985859643411065363,8
15915535943185623381,8
16117717981750949679,8
5437616916976059215,4
7064975454876812311,8
17996622379065122181,8
15122967120777118148,4
10756357836696331644,4
6565464228970292871,3
3123521601126667264,4
11246374559655855196,8
11492318584897802392,8
6507047212201143684,8
1202109163688406819,7
1639081321752772370,6
7535909112528197741,8
5590411887390555641,4
7208335951016517235,1
15725300737366598831,4
16568081108131014074,4
11493434716163997996,4
13280934050089943930,8
8459071315082196712,4
17171386208591459805,8
6440289355233621649,8
13190210944673948199,8
17337358527750075146,4
7784648846559701848,8
3785149452428043014,8
1514203568050808412,4
2192087222175443480,4
16074236703419635755,4
11562725430992816467,8
10518649623377477005,8
4690616107490263808,8
7466995998899606044,7
16975359915160980526,8
8927738229600327538,8
8820688856910199595,8
14811333653133280821,4
4578145752006919799,3
4833419456096407485,8
1640061290881455486,8
11100966859069444291,4
18210438813455148110,8
363702325510837166,4
16186074485557840978,4
7755741393383012221,6
10662989970849518873,4
4375185657086891896,3
754656795991677790,4
13232656890039698872,3
1802113137691341726,8
17571961338055904308,8
12573005374095742487,8
4862749460869001676,4
8487802504981033790,8
1388473780566419421,8
12620560318230596214,4
10056460102671532115,7
16348893486955838155,4
10128616360973218654,8
8062123671151004475,4
5277240176693473632,4
16906560398154460263,8
12777487760170484796,8
5747990736762747,4
15458322071880038961,4
5368662136571660399,4
12322300221778411806,8
2408445080222653288,8
18294752017157366795,8
3444918934044177940,1
3481371138197900395,8
5659821744448017138,8
15014699568467016340,4
5586131146599473821,4
12705854121638553714,8
16637029836905745616,6
12900325207421115598,8
18102797313408292229,4
14746934902277713627,8
814175294380759439,7
4041690966775329746,8
3904582815461432169,8
16967784380283799109,8
2831871842964514151,1
5693082825320630984,7
12378875764482869076,8
12310882289807353695,4
2925368302576164562,8
196534143991321267,8
7170954801865985379,8
1211998246551661794,8
546554501200843608,8
13757715299898443399,8
15507101762549755377,8
3665916994727894679,8
10034701355458161374,8
14157150987876435157,8
14453242490429430645,8
16472003381815097179,8
17423818602290427937,4
3883497682974355288,8
4230599930258660259,4
9298176423949979630,8
11742705014045574459,8
8517755502285399429,8
13942983147146993161,4
15522451417073347050,6
4525410663521352849,8
14914111100978057682,8
5537075733082245238,8
8775573793841925724,8
6535486126964616835,4
1513777541699915970,4
12186091637235754298,4
18294685182522193285,6
17690121051886059332,4
15570275905045009701,8
861042075772351148,8
15732834945423167468,4
14305632646141746921,8
2643498749595270240,8
3452085392185048708,4
2616087171702092083,8
12284410081245398558,8
12787544776932184496,4
16393225677418804305,4
15024823816928780513,8
12028043863387315929,8
17729077371854074899,8
18348265216767086780,8
6428933862222283799,4
681299423853362234,8
13761674305823005859,8
16480705929931036806,8
10595525119081236866,8
16776739012545938506,8
13040276497483783206,7
18107773262113462292,4
9200560742973554379,6
3411283134482760468,4
3984297108000898829,4
4353340198087928688,4
16224303987435773920,8
6755599250740472973,3
6549380159740124189,4
3524547641172341019,4
10553810828799731487,8
12087558539825308363,3
16469245426670165404,4
15731307064305979325,8
9952684265502224653,8
14686376860674270156,4
15758872543590403820,4
10170168169782848403,8
8354139878339409714,8
392355668889479137,4
14297372856313550996,8
12620061530851198721,7
9231417090891552606,8
3926581287077447173,4
10283407200477528150,6
4449017559207193199,3
18231618151558915640,8
15114000782531962557,8
2245844356519084722,8
10420373631994282979,4
10631071432966605057,4
5076827824617008480,8
8697118948247109360,4
14393638660136207666,8
14809297529422955602,4
12431293811311601308,8
8626981391432756412,8
8874107921619121971,4
6039753233577812806,8
15478200071017185003,4
7909302268987254561,8
6541938255921393503,4
6725179599129254276,7
4712582023055976366,8
7655386616098994196,8
16657074074193177099,8
11114339018671136279,4
9464354099902763517,8
11338098773237743237,8
6094683008692291021,7
15054386715540535933,8
10318131938049166526,4
8763762617272459988,8
5401915050264636928,8
8554239456719682433,4
1965423127976195156,8
9935342050956165343,4
5741473062504466742,4
15655647274084769910,8
17820599319247461780,7
8836495661734523416,8
10471080189865088907,8
7300248492517750044,8
225516857359137977,4
13002581546063157269,8
13701706385213083370,4
16267550403570766814,8
13630314112869504935,8
14737914618330968590,8
3655386601943737573,8
10693935720611251430,8
8105343089021961411,4
6448039391866718593,8
6558907174290730244,8
